date,VZ_close
2022-12-14,37.45
2022-12-13,37.86
2022-12-12,37.95
2022-12-09,37.4
2022-12-08,37.1
2022-12-07,37.17
2022-12-06,36.89
2022-12-05,37.07
2022-12-02,38.18
2022-12-01,38.33
2022-11-30,38.98
2022-11-29,38.34
2022-11-28,38.24
2022-11-25,39.02
2022-11-23,38.92
2022-11-22,39.2
2022-11-21,38.62
2022-11-18,38.55
2022-11-17,38.16
2022-11-16,37.88
2022-11-15,37.7
2022-11-14,38.31
2022-11-11,38.3
2022-11-10,38.52
2022-11-09,37.62
2022-11-08,37.87
2022-11-07,37.19
2022-11-04,37.24
2022-11-03,37.15
2022-11-02,37.71
2022-11-01,37.37
2022-10-31,37.37
2022-10-28,37.67
2022-10-27,36.18
2022-10-26,36.43
2022-10-25,36.43
2022-10-24,35.97
2022-10-21,35.35
2022-10-20,37.0
2022-10-19,36.57
2022-10-18,37.07
2022-10-17,37.18
2022-10-14,36.38
2022-10-13,36.4
2022-10-12,35.68
2022-10-11,35.94
2022-10-10,36.62
2022-10-07,36.85
2022-10-06,37.84
2022-10-05,39.4
2022-10-04,39.81
2022-10-03,39.16
2022-09-30,37.97
2022-09-29,38.64
2022-09-28,39.39
2022-09-27,38.89
2022-09-26,38.93
2022-09-23,39.52
2022-09-22,39.93
2022-09-21,39.48
2022-09-20,40.59
2022-09-19,41.24
2022-09-16,41.25
2022-09-15,41.03
2022-09-14,41.28
2022-09-13,41.75
2022-09-12,42.76
2022-09-09,42.24
2022-09-08,41.32
2022-09-07,41.08
2022-09-06,41.1
2022-09-02,41.3
2022-09-01,41.81
2022-08-31,41.81
2022-08-30,42.53
2022-08-29,43.33
2022-08-26,43.25
2022-08-25,43.74
2022-08-24,43.55
2022-08-23,43.47
2022-08-22,44.17
2022-08-19,44.42
2022-08-18,44.19
2022-08-17,45.34
2022-08-16,45.8
2022-08-15,45.56
2022-08-12,45.15
2022-08-11,44.78
2022-08-10,44.84
2022-08-09,44.68
2022-08-08,44.54
2022-08-05,44.95
2022-08-04,44.43
2022-08-03,45.33
2022-08-02,45.34
2022-08-01,46.26
2022-07-29,46.19
2022-07-28,45.55
2022-07-27,44.91
2022-07-26,44.92
2022-07-25,44.76
2022-07-22,44.45
2022-07-21,47.66
2022-07-20,49.07
2022-07-19,50.45
2022-07-18,50.28
2022-07-15,51.02
2022-07-14,50.49
2022-07-13,50.51
2022-07-12,50.78
2022-07-11,50.5
2022-07-08,50.49
2022-07-07,50.71
2022-07-06,51.51
2022-07-05,51.42
2022-07-01,51.64
2022-06-30,50.75
2022-06-29,50.94
2022-06-28,50.46
2022-06-27,50.96
2022-06-24,50.96
2022-06-23,52.09
2022-06-22,50.79
2022-06-21,50.65
2022-06-17,49.03
2022-06-16,48.84
2022-06-15,49.15
2022-06-14,49.16
2022-06-13,49.59
2022-06-10,50.82
2022-06-09,50.94
2022-06-08,51.55
2022-06-07,51.65
2022-06-06,51.24
2022-06-03,50.81
2022-06-02,51.29
2022-06-01,51.4
2022-05-31,51.29
2022-05-27,51.4
2022-05-26,50.99
2022-05-25,51.24
2022-05-24,50.68
2022-05-23,49.67
2022-05-20,49.53
2022-05-19,49.1
2022-05-18,48.89
2022-05-17,48.94
2022-05-16,49.04
2022-05-13,48.18
2022-05-12,48.06
2022-05-11,47.88
2022-05-10,48.13
2022-05-09,48.62
2022-05-06,48.27
2022-05-05,47.84
2022-05-04,48.37
2022-05-03,47.17
2022-05-02,46.23
2022-04-29,46.3
2022-04-28,48.4
2022-04-27,48.46
2022-04-26,49.41
2022-04-25,50.28
2022-04-22,51.91
2022-04-21,55.01
2022-04-20,54.41
2022-04-19,53.75
2022-04-18,53.39
2022-04-14,53.83
2022-04-13,54.14
2022-04-12,53.67
2022-04-11,53.9
2022-04-08,53.53
2022-04-07,52.67
2022-04-06,53.2
2022-04-05,52.78
2022-04-04,52.46
2022-04-01,52.12
2022-03-31,50.94
2022-03-30,51.61
2022-03-29,51.25
2022-03-28,51.17
2022-03-25,51.28
2022-03-24,51.0
2022-03-23,50.97
2022-03-22,51.0
2022-03-21,51.1
2022-03-18,50.8
2022-03-17,52.36
2022-03-16,52.49
2022-03-15,52.76
2022-03-14,52.5
2022-03-11,53.04
2022-03-10,53.23
2022-03-09,53.08
2022-03-08,53.25
2022-03-07,54.68
2022-03-04,55.11
2022-03-03,54.66
2022-03-02,54.14
2022-03-01,53.61
2022-02-28,53.67
2022-02-25,54.12
2022-02-24,52.59
2022-02-23,53.41
2022-02-22,53.9
2022-02-18,53.83
2022-02-17,53.58
2022-02-16,53.4
2022-02-15,53.36
2022-02-14,53.27
2022-02-11,53.32
2022-02-10,53.04
2022-02-09,53.5
2022-02-08,52.82
2022-02-07,53.0
2022-02-04,53.31
2022-02-03,53.79
2022-02-02,53.8
2022-02-01,53.2
2022-01-31,53.23
2022-01-28,52.9
2022-01-27,51.19
2022-01-26,51.02
2022-01-25,52.9
2022-01-24,52.96
2022-01-21,53.16
2022-01-20,53.4
2022-01-19,53.5
2022-01-18,53.43
2022-01-14,53.28
2022-01-13,53.52
2022-01-12,53.45
2022-01-11,53.59
2022-01-10,53.87
2022-01-07,54.24
2022-01-06,53.76
2022-01-05,54.02
2022-01-04,53.47
2022-01-03,52.44
2021-12-31,51.96
2021-12-30,52.25
2021-12-29,52.36
2021-12-28,52.72
2021-12-27,52.68
2021-12-23,52.68
2021-12-22,52.77
2021-12-21,52.78
2021-12-20,53.09
2021-12-17,53.17
2021-12-16,52.75
2021-12-15,50.55
2021-12-14,50.65
2021-12-13,50.28
2021-12-10,50.19
2021-12-09,50.16
2021-12-08,50.49
2021-12-07,50.79
2021-12-06,51.07
2021-12-03,51.42
2021-12-02,50.73
2021-12-01,49.77
2021-11-30,50.27
2021-11-29,51.66
2021-11-26,51.8
2021-11-24,51.66
2021-11-23,51.75
2021-11-22,51.54
2021-11-19,50.86
2021-11-18,51.24
2021-11-17,51.73
2021-11-16,52.06
2021-11-15,52.4
2021-11-12,52.34
2021-11-11,52.45
2021-11-10,52.6
2021-11-09,52.24
2021-11-08,52.33
2021-11-05,52.24
2021-11-04,51.85
2021-11-03,52.94
2021-11-02,52.57
2021-11-01,52.95
2021-10-29,52.99
2021-10-28,52.8
2021-10-27,52.63
2021-10-26,53.08
2021-10-25,52.58
2021-10-22,52.93
2021-10-21,53.39
2021-10-20,53.61
2021-10-19,52.35
2021-10-18,51.91
2021-10-15,52.27
2021-10-14,51.92
2021-10-13,51.35
2021-10-12,51.33
2021-10-11,52.18
2021-10-08,53.24
2021-10-07,53.9
2021-10-06,54.53
2021-10-05,54.51
2021-10-04,54.5
2021-10-01,54.3
2021-09-30,54.01
2021-09-29,54.38
2021-09-28,54.16
2021-09-27,54.47
2021-09-24,54.37
2021-09-23,54.42
2021-09-22,54.06
2021-09-21,54.03
2021-09-20,54.26
2021-09-17,54.28
2021-09-16,54.43
2021-09-15,54.57
2021-09-14,54.41
2021-09-13,54.62
2021-09-10,54.23
2021-09-09,54.44
2021-09-08,54.91
2021-09-07,54.82
2021-09-03,55.43
2021-09-02,55.29
2021-09-01,54.94
2021-08-31,55.0
2021-08-30,54.77
2021-08-27,54.77
2021-08-26,54.6
2021-08-25,54.93
2021-08-24,55.01
2021-08-23,55.42
2021-08-20,55.52
2021-08-19,55.37
2021-08-18,55.47
2021-08-17,56.18
2021-08-16,55.98
2021-08-13,55.87
2021-08-12,55.64
2021-08-11,55.57
2021-08-10,55.48
2021-08-09,55.12
2021-08-06,55.22
2021-08-05,55.3
2021-08-04,55.37
2021-08-03,55.73
2021-08-02,55.76
2021-07-30,55.78
2021-07-29,55.98
2021-07-28,55.72
2021-07-27,56.2
2021-07-26,55.78
2021-07-23,55.88
2021-07-22,55.95
2021-07-21,55.95
2021-07-20,55.58
2021-07-19,55.84
2021-07-16,56.46
2021-07-15,56.55
2021-07-14,56.32
2021-07-13,56.09
2021-07-12,56.15
2021-07-09,56.07
2021-07-08,55.68
2021-07-07,56.53
2021-07-06,56.41
2021-07-02,56.44
2021-07-01,56.29
2021-06-30,56.03
2021-06-29,55.84
2021-06-28,56.18
2021-06-25,56.38
2021-06-24,56.37
2021-06-23,56.07
2021-06-22,56.37
2021-06-21,56.39
2021-06-18,55.82
2021-06-17,56.53
2021-06-16,56.64
2021-06-15,57.29
2021-06-14,57.18
2021-06-11,57.33
2021-06-10,57.34
2021-06-09,57.05
2021-06-08,57.15
2021-06-07,57.2
2021-06-04,57.3
2021-06-03,56.98
2021-06-02,56.65
2021-06-01,56.38
2021-05-28,56.49
2021-05-27,56.29
2021-05-26,56.36
2021-05-25,56.48
2021-05-24,56.98
2021-05-21,56.91
2021-05-20,56.79
2021-05-19,56.92
2021-05-18,57.18
2021-05-17,57.94
2021-05-14,58.69
2021-05-13,58.81
2021-05-12,58.41
2021-05-11,58.54
2021-05-10,59.52
2021-05-07,58.72
2021-05-06,59.29
2021-05-05,58.69
2021-05-04,58.6
2021-05-03,57.92
2021-04-30,57.79
2021-04-29,57.32
2021-04-28,56.43
2021-04-27,56.32
2021-04-26,56.94
2021-04-23,57.3
2021-04-22,57.28
2021-04-21,58.14
2021-04-20,58.39
2021-04-19,58.39
2021-04-16,58.28
2021-04-15,57.7
2021-04-14,57.7
2021-04-13,57.62
2021-04-12,57.54
2021-04-09,57.49
2021-04-08,57.6
2021-04-07,59.0
2021-04-06,59.11
2021-04-05,58.87
2021-04-01,58.3
2021-03-31,58.15
2021-03-30,58.59
2021-03-29,58.83
2021-03-26,58.18
2021-03-25,57.38
2021-03-24,57.01
2021-03-23,56.91
2021-03-22,56.59
2021-03-19,56.24
2021-03-18,56.31
2021-03-17,55.75
2021-03-16,55.64
2021-03-15,55.64
2021-03-12,55.63
2021-03-11,55.51
2021-03-10,57.08
2021-03-09,56.2
2021-03-08,56.79
2021-03-05,56.0
2021-03-04,54.8
2021-03-03,55.38
2021-03-02,54.98
2021-03-01,55.36
2021-02-26,55.3
2021-02-25,56.5
2021-02-24,57.12
2021-02-23,57.03
2021-02-22,56.45
2021-02-19,56.45
2021-02-18,56.98
2021-02-17,56.99
2021-02-16,54.15
2021-02-12,54.2
2021-02-11,54.6
2021-02-10,54.96
2021-02-09,55.0
2021-02-08,55.05
2021-02-05,55.32
2021-02-04,55.14
2021-02-03,54.79
2021-02-02,54.5
2021-02-01,54.28
2021-01-29,54.75
2021-01-28,55.37
2021-01-27,55.13
2021-01-26,56.57
2021-01-25,58.42
2021-01-22,57.47
2021-01-21,57.27
2021-01-20,57.26
2021-01-19,57.05
2021-01-15,57.38
2021-01-14,57.04
2021-01-13,57.06
2021-01-12,57.26
2021-01-11,57.46
2021-01-08,57.8
2021-01-07,58.53
2021-01-06,59.29
2021-01-05,58.58
2021-01-04,58.85
2020-12-31,58.75
2020-12-30,58.14
2020-12-29,58.81
2020-12-28,58.98
2020-12-24,58.84
2020-12-23,58.96
2020-12-22,58.99
2020-12-21,59.49
2020-12-18,60.46
2020-12-17,60.01
2020-12-16,59.91
2020-12-15,60.55
2020-12-14,59.98
2020-12-11,60.35
2020-12-10,60.51
2020-12-09,61.46
2020-12-08,61.45
2020-12-07,61.35
2020-12-04,61.55
2020-12-03,61.74
2020-12-02,61.36
2020-12-01,60.58
2020-11-30,60.41
2020-11-27,60.58
2020-11-25,60.41
2020-11-24,60.64
2020-11-23,60.23
2020-11-20,60.04
2020-11-19,60.21
2020-11-18,60.32
2020-11-17,60.75
2020-11-16,60.89
2020-11-13,61.06
2020-11-12,60.79
2020-11-11,61.0
2020-11-10,61.1
2020-11-09,59.84
2020-11-06,58.53
2020-11-05,58.15
2020-11-04,57.22
2020-11-03,57.75
2020-11-02,57.7
2020-10-30,56.99
2020-10-29,56.76
2020-10-28,56.31
2020-10-27,57.38
2020-10-26,57.81
2020-10-23,57.96
2020-10-22,57.33
2020-10-21,56.75
2020-10-20,57.25
2020-10-19,57.3
2020-10-16,58.05
2020-10-15,58.16
2020-10-14,58.43
2020-10-13,59.36
2020-10-12,59.55
2020-10-09,59.33
2020-10-08,59.19
2020-10-07,59.61
2020-10-06,59.46
2020-10-05,59.66
2020-10-02,59.24
2020-10-01,59.45
2020-09-30,59.49
2020-09-29,59.24
2020-09-28,59.36
2020-09-25,59.39
2020-09-24,59.19
2020-09-23,58.91
2020-09-22,59.82
2020-09-21,59.61
2020-09-18,60.35
2020-09-17,60.59
2020-09-16,60.37
2020-09-15,60.6
2020-09-14,60.32
2020-09-11,59.79
2020-09-10,59.53
2020-09-09,60.04
2020-09-08,59.96
2020-09-04,60.48
2020-09-03,60.61
2020-09-02,60.53
2020-09-01,59.16
2020-08-31,59.27
2020-08-28,59.26
2020-08-27,59.43
2020-08-26,59.46
2020-08-25,59.42
2020-08-24,59.57
2020-08-21,58.99
2020-08-20,58.96
2020-08-19,59.05
2020-08-18,59.18
2020-08-17,58.78
2020-08-14,58.79
2020-08-13,58.52
2020-08-12,58.6
2020-08-11,58.51
2020-08-10,58.99
2020-08-07,58.53
2020-08-06,57.83
2020-08-05,57.54
2020-08-04,57.91
2020-08-03,57.24
2020-07-31,57.48
2020-07-30,57.3
2020-07-29,57.45
2020-07-28,57.48
2020-07-27,56.87
2020-07-24,56.85
2020-07-23,55.85
2020-07-22,55.75
2020-07-21,55.84
2020-07-20,55.87
2020-07-17,56.3
2020-07-16,55.78
2020-07-15,55.06
2020-07-14,55.44
2020-07-13,54.45
2020-07-10,54.49
2020-07-09,53.94
2020-07-08,55.38
2020-07-07,55.04
2020-07-06,55.24
2020-07-02,54.79
2020-07-01,54.67
2020-06-30,55.13
2020-06-29,54.69
2020-06-26,53.16
2020-06-25,54.28
2020-06-24,53.93
2020-06-23,54.94
2020-06-22,55.66
2020-06-19,56.16
2020-06-18,56.89
2020-06-17,56.65
2020-06-16,56.92
2020-06-15,56.15
2020-06-12,56.53
2020-06-11,56.45
2020-06-10,58.05
2020-06-09,57.86
2020-06-08,58.09
2020-06-05,57.74
2020-06-04,57.22
2020-06-03,56.83
2020-06-02,56.4
2020-06-01,55.78
2020-05-29,57.38
2020-05-28,55.72
2020-05-27,55.14
2020-05-26,54.3
2020-05-22,54.1
2020-05-21,53.97
2020-05-20,54.26
2020-05-19,54.38
2020-05-18,55.72
2020-05-15,54.71
2020-05-14,54.91
2020-05-13,54.85
2020-05-12,55.46
2020-05-11,56.4
2020-05-08,57.0
2020-05-07,55.58
2020-05-06,55.64
2020-05-05,56.51
2020-05-04,56.24
2020-05-01,56.83
2020-04-30,57.45
2020-04-29,58.12
2020-04-28,57.83
2020-04-27,57.81
2020-04-24,57.93
2020-04-23,57.59
2020-04-22,57.99
2020-04-21,56.82
2020-04-20,58.13
2020-04-17,58.46
2020-04-16,57.66
2020-04-15,56.93
2020-04-14,58.14
2020-04-13,56.67
2020-04-09,57.44
2020-04-08,57.8
2020-04-07,56.98
2020-04-06,56.7
2020-04-03,54.7
2020-04-02,55.25
2020-04-01,52.92
2020-03-31,53.73
2020-03-30,54.77
2020-03-27,52.77
2020-03-26,53.54
2020-03-25,49.94
2020-03-24,49.99
2020-03-23,50.31
2020-03-20,51.8
2020-03-19,53.62
2020-03-18,54.32
2020-03-17,54.31
2020-03-16,50.99
2020-03-13,54.17
2020-03-12,51.2
2020-03-11,54.83
2020-03-10,56.52
2020-03-09,55.83
2020-03-06,56.87
2020-03-05,57.16
2020-03-04,58.12
2020-03-03,55.7
2020-03-02,57.32
2020-02-28,54.16
2020-02-27,55.06
2020-02-26,57.14
2020-02-25,57.12
2020-02-24,57.99
2020-02-21,58.2
2020-02-20,58.09
2020-02-19,58.22
2020-02-18,57.91
2020-02-14,58.51
2020-02-13,58.65
2020-02-12,58.23
2020-02-11,58.69
2020-02-10,60.24
2020-02-07,59.94
2020-02-06,59.44
2020-02-05,59.13
2020-02-04,58.29
2020-02-03,58.05
2020-01-31,59.44
2020-01-30,59.36
2020-01-29,59.53
2020-01-28,60.7
2020-01-27,59.91
2020-01-24,60.28
2020-01-23,60.51
2020-01-22,60.48
2020-01-21,60.32
2020-01-17,60.13
2020-01-16,59.67
2020-01-15,59.1
2020-01-14,59.04
2020-01-13,59.15
2020-01-10,58.99
2020-01-09,58.85
2020-01-08,59.71
2020-01-07,59.6
2020-01-06,60.27
2020-01-03,60.4
2020-01-02,61.05
2019-12-31,61.4
2019-12-30,61.21
2019-12-27,61.53
2019-12-26,61.29
2019-12-24,61.28
2019-12-23,61.4
2019-12-20,62.07
2019-12-19,60.8
2019-12-18,60.86
2019-12-17,61.49
2019-12-16,61.23
2019-12-13,60.81
2019-12-12,61.17
2019-12-11,61.08
2019-12-10,61.23
2019-12-09,61.01
2019-12-06,61.19
2019-12-05,60.82
2019-12-04,60.53
2019-12-03,60.14
2019-12-02,59.96
2019-11-29,60.24
2019-11-27,60.1
2019-11-26,59.89
2019-11-25,59.38
2019-11-22,59.75
2019-11-21,59.61
2019-11-20,59.48
2019-11-19,59.5
2019-11-18,59.44
2019-11-15,59.51
2019-11-14,59.34
2019-11-13,59.41
2019-11-12,59.32
2019-11-11,59.61
2019-11-08,59.35
2019-11-07,60.53
2019-11-06,60.13
2019-11-05,59.5
2019-11-04,59.87
2019-11-01,60.37
2019-10-31,60.47
2019-10-30,60.82
2019-10-29,60.19
2019-10-28,60.18
2019-10-25,60.37
2019-10-24,60.58
2019-10-23,60.88
2019-10-22,60.77
2019-10-21,60.75
2019-10-18,61.05
2019-10-17,60.41
2019-10-16,60.29
2019-10-15,60.55
2019-10-14,59.6
2019-10-11,59.93
2019-10-10,59.83
2019-10-09,59.22
2019-10-08,59.72
2019-10-07,60.25
2019-10-04,59.9
2019-10-03,59.01
2019-10-02,58.91
2019-10-01,59.85
2019-09-30,60.36
2019-09-27,60.3
2019-09-26,60.44
2019-09-25,60.27
2019-09-24,60.51
2019-09-23,60.21
2019-09-20,60.29
2019-09-19,59.98
2019-09-18,59.93
2019-09-17,59.87
2019-09-16,59.5
2019-09-13,59.96
2019-09-12,60.43
2019-09-11,60.13
2019-09-10,59.71
2019-09-09,58.66
2019-09-06,59.06
2019-09-05,58.59
2019-09-04,58.18
2019-09-03,58.04
2019-08-30,58.16
2019-08-29,57.94
2019-08-28,57.95
2019-08-27,57.18
2019-08-26,56.71
2019-08-23,55.92
2019-08-22,56.78
2019-08-21,56.59
2019-08-20,56.27
2019-08-19,57.0
2019-08-16,56.65
2019-08-15,56.3
2019-08-14,55.72
2019-08-13,56.37
2019-08-12,55.69
2019-08-09,55.78
2019-08-08,55.82
2019-08-07,55.09
2019-08-06,55.05
2019-08-05,55.22
2019-08-02,55.59
2019-08-01,55.26
2019-07-31,55.27
2019-07-30,56.63
2019-07-29,57.37
2019-07-26,57.08
2019-07-25,56.36
2019-07-24,55.97
2019-07-23,55.48
2019-07-22,55.5
2019-07-19,56.59
2019-07-18,57.21
2019-07-17,57.22
2019-07-16,57.41
2019-07-15,57.58
2019-07-12,57.19
2019-07-11,56.92
2019-07-10,57.0
2019-07-09,56.41
2019-07-08,57.89
2019-07-05,58.31
2019-07-03,58.13
2019-07-02,58.13
2019-07-01,56.66
2019-06-28,57.13
2019-06-27,57.25
2019-06-26,56.99
2019-06-25,58.0
2019-06-24,58.27
2019-06-21,57.77
2019-06-20,57.34
2019-06-19,57.63
2019-06-18,57.33
2019-06-17,57.63
2019-06-14,58.28
2019-06-13,57.62
2019-06-12,57.36
2019-06-11,56.83
2019-06-10,56.15
2019-06-07,57.24
2019-06-06,57.54
2019-06-05,57.03
2019-06-04,56.22
2019-06-03,56.38
2019-05-31,54.35
2019-05-30,56.83
2019-05-29,58.18
2019-05-28,58.73
2019-05-24,59.32
2019-05-23,58.87
2019-05-22,59.25
2019-05-21,59.5
2019-05-20,59.01
2019-05-17,58.09
2019-05-16,57.38
2019-05-15,56.81
2019-05-14,56.55
2019-05-13,56.75
2019-05-10,56.91
2019-05-09,56.48
2019-05-08,56.38
2019-05-07,56.63
2019-05-06,56.91
2019-05-03,57.24
2019-05-02,56.99
2019-05-01,56.52
2019-04-30,57.19
2019-04-29,56.84
2019-04-26,56.58
2019-04-25,55.85
2019-04-24,57.08
2019-04-23,57.15
2019-04-22,58.37
2019-04-18,58.04
2019-04-17,57.78
2019-04-16,58.79
2019-04-15,58.71
2019-04-12,58.74
2019-04-11,58.56
2019-04-10,58.61
2019-04-09,58.4
2019-04-08,59.13
2019-04-05,59.09
2019-04-04,58.99
2019-04-03,58.87
2019-04-02,58.53
2019-04-01,59.09
2019-03-29,59.13
2019-03-28,59.08
2019-03-27,60.88
2019-03-26,60.63
2019-03-25,60.08
2019-03-22,59.76
2019-03-21,58.29
2019-03-20,57.67
2019-03-19,57.5
2019-03-18,58.07
2019-03-15,58.39
2019-03-14,57.95
2019-03-13,57.66
2019-03-12,57.43
2019-03-11,57.58
2019-03-08,56.53
2019-03-07,56.3
2019-03-06,55.68
2019-03-05,56.08
2019-03-04,56.24
2019-03-01,56.96
2019-02-28,56.92
2019-02-27,56.72
2019-02-26,56.64
2019-02-25,56.78
2019-02-22,56.92
2019-02-21,56.15
2019-02-20,55.76
2019-02-19,55.44
2019-02-15,55.16
2019-02-14,54.03
2019-02-13,54.48
2019-02-12,54.42
2019-02-11,54.05
2019-02-08,53.95
2019-02-07,53.57
2019-02-06,53.79
2019-02-05,54.14
2019-02-04,54.04
2019-02-01,54.55
2019-01-31,55.06
2019-01-30,54.0
2019-01-29,53.28
2019-01-28,55.07
2019-01-25,56.4
2019-01-24,57.07
2019-01-23,57.76
2019-01-22,56.99
2019-01-18,57.09
2019-01-17,56.83
2019-01-16,57.08
2019-01-15,58.1
2019-01-14,58.03
2019-01-11,58.02
2019-01-10,57.6
2019-01-09,57.05
2019-01-08,58.38
2019-01-07,56.72
2019-01-04,56.36
2019-01-03,56.22
2019-01-02,56.02
2018-12-31,56.22
2018-12-28,55.27
2018-12-27,55.15
2018-12-26,54.44
2018-12-24,53.05
2018-12-21,54.92
2018-12-20,55.07
2018-12-19,55.86
2018-12-18,55.65
2018-12-17,55.95
2018-12-14,57.08
2018-12-13,57.09
2018-12-12,57.25
2018-12-11,58.85
2018-12-10,58.27
2018-12-07,57.68
2018-12-06,58.08
2018-12-04,58.09
2018-12-03,58.16
2018-11-30,60.3
2018-11-29,59.45
2018-11-28,60.06
2018-11-27,60.65
2018-11-26,59.17
2018-11-23,58.64
2018-11-21,59.16
2018-11-20,59.46
2018-11-19,60.62
2018-11-16,60.21
2018-11-15,59.08
2018-11-14,58.94
2018-11-13,58.66
2018-11-12,58.72
2018-11-09,58.46
2018-11-08,58.27
2018-11-07,57.65
2018-11-06,57.21
2018-11-05,57.21
2018-11-02,56.63
2018-11-01,56.05
2018-10-31,57.09
2018-10-30,58.18
2018-10-29,56.48
2018-10-26,55.51
2018-10-25,56.43
2018-10-24,57.42
2018-10-23,57.21
2018-10-22,54.98
2018-10-19,54.9
2018-10-18,54.65
2018-10-17,53.96
2018-10-16,53.7
2018-10-15,53.6
2018-10-12,53.73
2018-10-11,53.33
2018-10-10,54.33
2018-10-09,54.99
2018-10-08,55.02
2018-10-05,54.94
2018-10-04,55.02
2018-10-03,54.29
2018-10-02,54.42
2018-10-01,53.84
2018-09-28,53.39
2018-09-27,53.59
2018-09-26,53.14
2018-09-25,53.05
2018-09-24,53.54
2018-09-21,54.42
2018-09-20,53.95
2018-09-19,53.5
2018-09-18,54.39
2018-09-17,54.7
2018-09-14,54.55
2018-09-13,54.94
2018-09-12,54.97
2018-09-11,54.72
2018-09-10,54.12
2018-09-07,54.0
2018-09-06,54.29
2018-09-05,53.82
2018-09-04,53.19
2018-08-31,54.37
2018-08-30,54.75
2018-08-29,54.57
2018-08-28,54.65
2018-08-27,54.85
2018-08-24,54.78
2018-08-23,54.28
2018-08-22,54.14
2018-08-21,54.91
2018-08-20,54.65
2018-08-17,54.79
2018-08-16,54.27
2018-08-15,53.24
2018-08-14,52.87
2018-08-13,52.22
2018-08-10,52.47
2018-08-09,53.01
2018-08-08,52.7
2018-08-07,52.46
2018-08-06,52.48
2018-08-03,52.27
2018-08-02,51.98
2018-08-01,51.73
2018-07-31,51.64
2018-07-30,52.49
2018-07-27,52.01
2018-07-26,51.18
2018-07-25,50.91
2018-07-24,51.51
2018-07-23,50.75
2018-07-20,50.62
2018-07-19,50.75
2018-07-18,51.14
2018-07-17,51.43
2018-07-16,51.59
2018-07-13,51.41
2018-07-12,51.24
2018-07-11,51.34
2018-07-10,51.34
2018-07-09,50.74
2018-07-06,51.48
2018-07-05,51.28
2018-07-03,50.7
2018-07-02,50.42
2018-06-29,50.31
2018-06-28,50.86
2018-06-27,49.31
2018-06-26,49.3
2018-06-25,49.6
